75000 135495
61770 64144 479320642
30089 65067 -753252433
27235 25225 -165879131
60980 64264 -540984925
10003 43289 765092609
69888 28526 623372579
65981 66636 144028938
60543 22246 -685656441
24035 6349 -31550472
760 62660 -359741310
65145 23006 415731178
47848 13533 901920059
38057 21445 187193738
13086 24404 175565550
62458 29201 175486104
65278 15436 302967356
58564 3233 -328321384
48152 68076 -295630385
49923 70336 -103833153
52189 14153 -826603922
52606 53989 -560555930
37486 73935 409243982
17681 46823 -533303794
6030 58365 -204666926
16299 65295 395376724
8092 43551 239098732
72835 63817 -758650090
43381 428 146887382
49839 63308 690215268
36602 32109 -899161803
3212 56489 -955779298
48810 47789 460102020
32740 52242 213877332
32672 41720 -385617069
32706 35534 -508471488
52875 28913 979276046
57310 36778 -88828597
32766 50527 -360337712
40334 25082 202013548
13375 58457 475779287
34175 65720 -838516442
35003 12687 -394840704
39518 12218 832514214
56989 21035 -211077377
33018 75000 -461110746
40968 43853 -940389735
42870 25235 -381936968
12511 29357 789801405
35925 38356 832066683
1440 65374 -125446645
36812 70585 -880887235
27352 24081 897915562
40794 1723 487882616
69559 12900 -717119081
55229 28183 395977883
7714 43761 -792861425
2872 39237 -533275218
67029 71835 -687426093
18737 53895 187970525
25649 52948 177021033
55459 38160 -546248417
4766 33814 141482044
35727 7535 -257506977
66937 70786 -62834683
11975 15055 -836782976
9694 17719 126317600
23657 57354 887424399
71861 10608 -396793374
73752 24994 283554189
52671 26001 785007146
22072 63130 -57140567
46718 50296 -587861923
68802 63182 -842002544
55641 39846 513902842
71374 32253 -900107430
34183 62220 -382851524
18708 54977 596343379
60137 45903 -786884633
42077 40317 418308565
11938 24036 995485888
18136 5444 -433965520
40385 15039 538009774
64419 22237 823432816
58492 20581 -162644321
21074 6572 -612450192
39301 26471 210357296
6590 7333 473879316
42193 62794 515391382
11707 66692 542690737
39503 39477 -14375113
44333 52596 548727047
60495 11188 -310830864
2034 14716 -53629871
193 29497 -505948098
65424 68953 -680003115
58187 71465 666813657
51893 46375 507458099
8573 61393 -328236749
19955 70701 -929535446
44213 24326 -203453371
71776 69581 249871305
46281 1292 -129292263
11064 59644 571299098
31962 73594 -572126190
18736 45232 38333598
20538 53692 779722403
38646 35775 -557835031
383 46300 986185064
49702 26514 -476190914
4543 27984 -605575295
29893 57232 -107038019
7920 16370 242922055
9434 69355 965370022
51554 71725 479913419
4813 40495 -907362673
64414 66977 378884907
61791 3036 40423329
4900 28582 -354863225
3423 55638 -751869957
48135 73684 -508912782
8520 46827 -269644223
32175 26420 -2986925
63984 2832 -542643012
36348 40459 934328299
26908 71509 -213606665
18004 50289 964779243
60496 59716 -770100043
30649 31179 -817190926
38690 51981 91325518
64933 29535 -34321933
58936 23231 -499432717
14361 68918 386090435
37303 43358 -273649102
67420 22586 12256827
722 46403 684008449
66136 15900 650644756
49241 52353 -876932540
28985 67754 150424300
56925 72491 545727088
71939 40709 -261400632
6565 28908 166923941
55536 44731 777055611
13395 65202 599945152
72818 61724 -375686223
29337 51734 253586019
25831 69123 794938394
42344 51924 -326093039
44573 50377 -442516745
41355 26174 -27097803
53578 57219 -711945997
25372 28446 763778608
29884 107 565646138
4947 71724 -385387844
73015 5118 -711758930
19714 35873 591470169
46387 34740 -695234037
38653 10537 -587490852
70867 34031 -102750932
71952 54747 -855757842
66849 3629 368797654
55274 61512 232064023
7038 4738 -284316900
68427 26336 986388140
5624 18978 -137309204
37106 52162 -522364317
16450 5634 178117629
19761 26326 -952531633
26642 17415 425341543
66497 66898 -187051831
44377 28651 684640696
50930 38890 -861682279
18008 71137 536491607
32470 39246 -988124816
59526 48963 312911224
24535 51138 -233658657
39591 22702 -778771080
60281 33727 -502091715
63633 51008 -882119268
67647 29115 -549447823
51739 45652 -25029805
3172 73716 951582135
42419 33645 -317518271
42442 60052 -945501694
14925 20655 171800641
17423 33052 451523010
60766 44388 -135536563
46014 51706 -918080759
54595 51937 -154970896
6503 29170 92274716
6513 59459 420599847
13088 21706 -822431087
24176 27029 352680743
44730 2016 -702188179
50786 9868 -45233950
39237 62056 219952971
70021 14224 807810836
11287 9506 847687351
27562 64372 -783054383
49008 53453 992416594
63401 18039 -448832530
68726 23228 -273923423
14139 39193 -221838318
5592 64484 123857160
35974 23243 300715955
2937 21257 -739322565
63174 51229 -180747521
44122 66535 331413791
55352 8061 920255648
58218 15850 -169346878
162 19205 849879279
47879 22170 -391221384
12120 51416 -924215689
2287 74257 783514463
73895 25611 878845746
45274 72283 599286866
71011 41453 354948790
29824 39414 -19904928
19396 35359 360597390
24852 22326 157049952
43624 56378 -880927311
5617 54139 325680270
20037 73804 -472073192
26102 16325 383416569
47808 25211 175071054
46696 36752 60772952
8234 36934 -669118298
68618 68046 -609730186
3383 44240 -927932162
29290 20626 395935964
15465 22509 -909036750
46287 7684 -764980250
62701 10097 159552285
3417 65841 -574702135
58668 13976 403891274
39390 8672 738127272
4545 65975 518403487
25092 73030 873468493
55257 59367 59372664
4874 24855 -354683550
11572 72561 -969456370
37164 41515 780119332
32868 10156 -692975442
46230 4557 637246448
72114 65565 717392038
56440 38719 -857065731
49949 68443 697010898
50279 19557 -14167302
30174 25055 967279678
11380 55974 -280766095
34212 25747 -929922107
65801 19317 437250776
71624 4388 -734581281
8937 74851 -101162227
25932 8825 -78162525
15741 7922 204549418
29976 70669 226925175
52411 11575 638973442
56187 41783 -117716800
6910 36902 484148540
21448 2346 496612531
22203 10467 805138224
31909 31678 67870929
11830 74042 -982107543
14302 5951 -549588235
11892 65282 -159728181
49562 64984 -972420710
65369 3677 -431384784
46441 11244 556487192
49353 50886 -173377959
64118 45578 -475612627
74941 26876 -900043632
62150 72827 -655036730
72732 42984 -708753295
26159 40221 890108117
57900 36708 352625481
59553 16907 -188105007
31239 62387 -600944821
38271 58890 -772057938
40664 53165 364635308
6974 10200 -132957126
29098 41344 -329184614
32410 62682 -862779665
22010 17573 -476065269
56116 20950 128464359
23965 63490 -990816806
62350 32722 794559339
23876 37457 -539787433
790 6561 -989262360
41560 57761 176954809
29413 32085 220241940
48474 58527 533729461
23105 35403 -169170632
4323 48636 899876537
29286 38390 -138435736
42784 21275 969667685
7849 37584 -647782285
18338 12318 -247435746
47908 13446 712127924
61129 773 -589215151
8743 62065 -131399691
17704 64203 369068420
50668 24887 -197132590
60107 18151 -763022997
46404 18325 444170368
48784 33216 462900008
55318 46101 -960926519
28451 31852 352603143
47604 32215 -781677945
49520 7396 -656369813
50285 58737 17880636
42305 58397 -726997330
52544 6655 -335707978
12197 8426 462245857
48178 74184 251748385
41886 8457 378857348
63452 16890 864119348
62 1638 885125633
51528 73559 975762402
19619 51650 -519771068
59222 40775 -949561170
57086 56870 714082601
7762 36068 -994318704
31687 68176 771078237
58389 40699 315068960
73150 22519 -949498789
9963 50905 -15731948
67667 58990 -709067880
1174 57803 -610579532
23358 63561 566157003
7090 36956 459872464
5747 10949 20287582
64732 21606 -930901917
11643 29620 894991096
30033 43190 -530938400
11093 68574 916350748
45162 74437 -938361026
68962 47317 -389147496
27738 74679 367345345
7391 58217 -281036327
73101 38430 -248608023
23689 67273 -695657051
27954 33320 95570075
39578 73453 885727880
30670 20405 -633124663
56398 27536 223301758
57427 40787 -83296046
29485 37667 -1801540
38106 54904 -654422941
69037 16307 -842999049
35242 50858 124522311
72825 13735 793527478
72866 10393 836232880
11430 61930 902041537
32758 6346 -787940556
65968 17544 -356613547
22084 843 611916865
63911 19561 776846614
16925 12442 -946854313
52906 61028 -25667632
447 23271 -492518098
23802 47665 -99626454
36145 19825 890977577
70810 12978 36217341
14637 51489 918733954
16292 12786 -493621860
67517 29313 -466590429
62723 7880 123084059
42055 28102 -944357945
39502 70707 -781935561
30766 74066 195746078
28786 2975 669180378
13922 59516 -394617420
38802 64439 344990942
34719 68818 437801897
57072 45104 642020688
71405 54212 -11427871
21191 21123 -443032846
25114 28567 -675235288
61193 37062 -880286044
38316 47555 -59763226
68115 51851 308636391
56397 55274 180636046
68209 48591 414312436
18510 57139 94026332
32812 16513 131505477
20319 17412 484825655
36184 72883 -314663660
47578 63968 -167207588
29117 6096 -589379753
10434 41909 389170513
17033 2877 144424179
43538 60951 -849209039
6130 74781 -948386372
17009 5590 488793992
37022 74521 312446146
13932 52476 505746271
39188 51589 466126163
4441 11127 -452366234
6284 41183 -326735903
12880 20871 983649369
70803 11751 -57815929
33196 61708 -259447092
69900 72411 346654069
59055 68475 -40134459
30158 73238 608405544
54200 40361 792798671
70700 20445 78049590
48285 31197 -29122811
13586 42711 -189126281
9590 48914 -651725890
6140 36517 -394317434
32079 59838 -386187342
39480 5858 -472143879
57540 58005 559785127
65491 34737 827482805
37308 63751 -694411434
11184 74493 442018586
66732 8679 228690358
40156 46735 -969883133
24881 29202 -242447592
64922 1777 145594424
8150 2500 933076032
47398 58912 132709014
2820 51206 31856813
24425 53037 772982297
37319 16805 484988107
37630 43564 -84858738
72929 26073 335061132
52293 43664 -854901972
53442 5086 910630066
67247 35445 -107140776
67756 59656 -16463712
10062 65641 -298855711
42357 50386 728797001
19964 9120 -70632939
60294 13752 -261405281
49316 22599 249564416
51940 56670 923188550
72413 46898 -314855937
1449 66418 -676121025
68146 63811 399612282
48984 39698 -389667222
57999 40293 -674522328
69003 34900 791035695
8443 54263 -557061618
13051 20076 21453969
50787 30117 424257870
31470 50204 769835223
38687 61973 -440669924
15463 61166 834522075
63708 44099 -159993671
20073 37619 -641435604
12936 48528 123530623
59767 16133 -476728087
54177 61395 824219131
45322 11281 -683810124
54816 54319 -565192220
32206 24218 -90763703
52241 23187 15111781
19364 41312 46808641
31529 57491 60009815
30928 40630 -977159205
7806 230 134751141
15615 61592 -105789589
50261 64002 630456201
38055 23469 -58842279
38181 74694 691250267
3229 41638 9227851
34483 65190 184102265
53559 13676 273651201
17282 4444 -956352786
39480 51228 -444535423
13054 16611 4994443
21672 31119 512794487
31908 59570 355064896
71566 35319 944940176
6481 2947 535304333
11601 2779 -599105181
54331 58261 945695754
4529 6307 -574000407
39320 67601 579019624
21554 5146 927733547
55795 70919 887738773
71108 54358 346420731
33476 32159 195195933
56057 15667 440293762
69958 67760 257297511
4458 10184 109308966
42107 35034 -273904849
44420 25184 -497302983
59644 64185 -333261351
39479 68899 -106683023
45758 24379 -554350676
70445 5511 -745938062
4457 4968 890803816
20506 311 -285371282
42597 62145 -829020389
13480 51833 17868483
24273 47758 -742762513
69124 23153 578099792
50762 68595 -680196693
2521 35226 29962255
19305 39292 9050233
38811 14996 -282870910
40316 58467 21191986
19610 47671 709451136
28809 9857 -861100526
34130 16764 55869727
9500 54163 -369568113
63703 17496 230874266
63669 52838 -662038668
23262 68006 -630314085
48352 5431 918667950
12989 1858 -854019808
25142 64600 967778352
63680 42047 -724225376
51452 6298 327258227
11205 47654 -629937889
11588 74697 641050320
16965 44627 -761898781
15039 69900 586839018
53538 34939 -880134773
15682 3858 -726447298
9445 16012 319081060
57524 25959 -174840895
14757 69586 303429035
45494 32274 523855124
12914 6972 -496202912
7219 16457 -471388784
54618 55697 -172366233
23784 20370 -513819539
50114 17435 802838602
5939 46239 554216562
20828 71321 341761537
71022 56289 273137679
60303 17416 355067450
40821 21440 226842430
23338 61420 387886337
49445 72953 -427007543
21599 17938 -695888797
50981 2879 539918417
49149 48232 -734055460
49572 44962 -157723851
2708 9283 871408088
64990 40425 311668506
41852 1508 726600678
20121 72142 471527685
35661 71919 -863536205
70493 26422 746275238
52676 13765 -829906129
73260 35877 -417021461
6354 7857 -553371296
56517 52382 204879667
67592 7733 -258225255
72312 10225 262082047
10879 5701 -516015046
44052 54819 -318042593
41983 67475 -307259753
71410 21612 -842745773
47289 8813 605986289
57855 70239 147409480
19717 56065 -451977957
30091 59231 -949831071
34910 28864 -701972642
25121 10780 -928093433
58125 17774 -894384293
60850 57996 161540658
49352 46909 -81821934
22494 35131 -811870799
67529 9295 -461846094
72995 59428 -372678282
62579 18439 129412090
38537 15803 36516469
62524 22241 193649866
22552 54400 -653609758
46688 47043 330492013
70987 57525 14638228
35044 24579 -313439741
2005 6016 513361179
49374 65976 -243512135
65810 22507 187282149
46401 61544 -500166457
11489 17216 -161164425
27102 42869 251570595
63719 19125 -361687405
63698 32186 613983679
10808 6448 65752445
61256 21920 -528511730
9287 7731 460277020
63349 5388 357160092
3106 41511 -278524758
23951 29729 395858951
26926 68218 -317767039
18735 63522 975588642
31178 73089 -339151833
60085 3968 -14018093
57917 42294 -32321416
74499 23763 -96985895
2796 14991 479584269
45553 36745 770651329
73228 68621 243043627
35146 68134 768184555
22988 11769 514751940
37702 12168 485958058
65218 69356 455515890
45140 25519 67173373
44934 26573 -313877404
29825 64434 -528644500
56343 39701 512590854
40009 54510 -265120226
1113 54036 -893717601
36988 18641 -923368858
38661 30250 -415730038
65071 48227 638575855
43548 71670 479557494
37656 39438 -584037443
6062 10941 -962195046
21346 6054 -117793943
66962 30866 -990421932
3296 71937 -951316782
4740 53830 -94147936
16974 34789 259762695
71051 10931 78278804
3861 72252 746172512
37544 69132 -459922008
24485 37874 634611114
35710 36703 -357346036
31502 15365 286550937
7918 74932 -108076393
1913 1086 -554753754
1333 74453 -299949422
24683 46671 -767687581
8557 29112 695108174
9138 41863 -79421670
25262 71243 -812703345
21306 66747 -703510702
35629 65382 -998799486
68114 72532 -874145405
69532 66985 -214869026
1636 50919 -533199368
53095 21954 -34491009
15229 67033 168990196
36035 43454 -1426288
51577 965 985632916
66712 3142 796045264
6634 32885 -254200508
69670 33863 -378461439
23412 2109 -763625387
51735 10597 964721910
65116 39366 -789101418
18458 43145 -783420822
46900 960 -239187779
26310 60372 854718982
34812 31999 810444845
556 3171 -615020097
52867 46556 -234661818
70517 9287 -732666237
19083 12517 -711698304
69179 64376 -639975353
26541 12489 -945474500
55155 53268 -571839117
28667 57220 72245346
37030 70286 848656905
65491 57901 136437397
56616 37556 -618370677
39246 53839 -857927174
17012 67729 445818093
69531 70063 -123825504
9535 11876 -106899830
71614 50109 387841969
12023 58821 786147626
28960 65929 430395213
26167 2485 -371241728
67714 8680 -731051980
18239 9538 97050872
23206 60652 -941295687
33695 71835 -135742215
64274 8695 -352243619
13409 29417 328461100
64090 43763 -334069372
12482 66889 -859855455
82 507 -547447811
31398 18832 -61150407
66026 66769 -941160991
41536 20907 384505643
27686 17364 -639735548
24805 40315 168417424
10971 17523 315529753
22561 23663 -34749816
629 36807 -73332936
6976 54807 608794208
27837 61486 -637047470
69393 71281 -521769117
44701 13567 -63997941
8490 71730 819233215
31268 60344 -167767214
45345 40318 629967198
28150 10186 480837506
21137 21886 936573704
10017 41489 577323738
836 54065 796539275
39296 52982 -239430362
18499 18618 -423168492
60516 70570 240002501
14697 28123 32706267
350 50183 969309912
39243 51287 608909650
45838 61820 -434604233
72506 45985 -87656611
58829 20200 -780757235
29977 22945 586867744
33436 61480 400916896
51591 55759 -218125499
39198 54529 102861782
71721 55793 -785905072
38664 60755 -878424862
19893 56348 -447017900
2926 44955 -624508885
72117 69687 717166029
12083 64632 -404566572
32279 28521 251955667
23741 46647 -35769776
41976 10473 -213849256
17635 31686 52319229
59980 49909 443350376
24126 71689 -982455727
56141 53330 447726718
37142 54430 -233789801
48436 66781 586646993
42539 27587 -916982088
69062 37858 522181937
9027 58602 851843303
49756 7912 542479750
51901 44576 -690967312
30005 58176 -798975162
16205 58543 672649415
65207 10523 -549178858
44934 16831 -945621042
49974 36094 -557737730
1050 57828 96606397
72722 26729 143270067
33771 22067 -112403376
45855 3096 323744099
41180 37000 -834077159
64067 7899 -918658856
33496 56821 -222903670
31601 69166 325866405
21415 40525 712220243
15030 71379 290825840
31348 10488 -558272757
57673 52417 965036472
45643 1434 -235234499
4074 62824 -198756666
59242 19761 -477202815
42308 47993 -331464228
10253 1712 -426369382
61433 5677 -334742336
53965 32790 -924364580
4124 62885 -601567398
33213 28567 666355724
26501 26804 -416953129
22349 43670 -868045278
58976 54681 -687127261
36947 6164 97315644
641 31261 220863226
38491 25644 -878943666
65152 70525 933886443
63192 5406 -966526179
44005 70713 323707699
61281 17513 -775818100
54212 56543 -238088770
21943 64296 74202477
20400 30358 -477841391
74745 60721 699616362
27371 8182 -773073463
34560 74848 278622034
13027 38383 -160610801
12898 42184 -395216568
4861 6298 346283684
47187 46680 38986394
33398 61687 -807620641
71924 59190 -731076441
21549 70576 271858778
12471 16237 -271142265
71000 17524 -125477809
38253 60282 -432760295
60974 65607 342725333
50750 8311 21303244
70321 52674 286751222
51153 17542 -878715188
2562 6354 10374088
4131 54762 -776158480
23941 29423 -915048614
45620 32494 459434116
26514 29871 926729657
30966 25416 -742713063
26830 69464 -792623277
8083 26882 201557447
17372 7020 802386033
45197 44527 137081790
31877 8448 16336856
55734 42769 -501569950
26076 60368 198050899
68761 71836 -429858708
29066 37590 -301341920
26483 40456 837505014
10903 58983 -326605986
57572 31032 94648159
30110 56088 439885475
18053 55431 -698437422
69962 52630 656019945
63141 5064 -62484042
56328 7215 887858643
63351 54452 -39376086
45448 50741 -265064165
18182 15035 47718059
33605 4096 349924622
59096 30443 -399151980
11176 6053 195968916
28696 60321 -1275126
74698 2663 -505822172
7372 41419 -515909440
10971 44043 -367031520
72087 58992 -923726974
60650 60161 353710465
70501 27845 -36975106
5889 55972 -967518228
62884 51032 -455778457
53298 4850 -69456681
50621 73456 -647922422
62764 30712 169324897
18327 420 982124128
45439 70192 633553316
49294 67733 -26636325
71032 22992 -383920236
44006 67909 490329111
16212 30316 772582607
40827 6081 -816058147
63972 5933 21217853
37769 13496 -739888060
20648 25953 -192032823
31477 5937 -317391785
19425 38355 -685185500
31526 12669 802822598
53156 18612 -627169303
33431 43871 995856423
53052 16622 -939772906
29995 23296 -129731312
35867 47198 -247277454
23246 6462 896977347
1756 56555 397834664
66784 22167 59536574
62854 5230 873903016
10244 36250 -215840128
9540 48992 630777504
38861 43835 258138990
2836 53652 126144386
17578 26789 25116111
14613 72772 923908765
62458 39203 915837646
3016 30652 -418136651
5096 28556 715132480
20126 74852 868726400
28177 38720 -819896315
4176 12899 -510222475
32112 38395 307788752
19581 15223 256627916
31316 67884 18784728
35334 26800 -28610191
57590 10195 -63797314
54496 15643 197530519
13202 59839 138493908
24928 19495 -583802732
13457 51683 145285798
45775 2239 654590638
11831 8064 482754997
16042 47356 958607686
55189 20422 -957799114
50105 55740 -83180586
61741 53127 966280515
11697 40561 202827825
3105 13336 841925886
69096 65155 -11006010
49434 11606 287496801
12585 56058 14432523
9769 45241 452374938
42323 69145 271364845
37738 24337 923531250
46031 58911 517012919
27092 64375 761016178
66487 1897 148677536
68234 23373 30180653
14045 12486 313496682
41261 74004 -437515438
17884 4778 613312012
18733 29211 -770520615
3189 62870 -604098293
11754 11891 -765895076
15173 49363 -71173089
52862 71037 266085995
4333 15585 -694645521
22914 58584 677532367
63459 2731 269377790
56362 58055 -870123325
65156 69298 -697207761
67982 31099 280482776
44805 57873 -315492839
73596 70535 655133717
57637 44040 -252830391
20057 2859 -492466183
19342 52084 -427434128
5650 30573 248214341
36941 29912 -513656319
37114 6561 765784693
46456 55345 -443262428
41354 33396 872022811
25694 16667 -144880033
27950 74736 -221389788
10956 73677 884786751
25115 41214 127086324
38060 59669 -432696336
1263 36866 -412065068
59822 8637 633924351
67040 69316 26416438
38679 16401 927670699
55266 17146 -707022257
56805 72835 35857886
20865 53370 114881305
29235 38417 380967587
35745 63598 -678501318
4720 59166 107000802
41971 5752 -903508540
10896 23131 -933585726
36271 58907 641224227
51958 15517 857285834
44400 21997 -841578288
68973 23944 -53259778
18188 39344 49882743
41029 58301 258552285
67720 50257 -491196005
15890 66346 84834446
28224 31495 -380325906
35899 59382 -450714016
44483 28337 159881180
3654 48675 471122139
28185 35955 -95887800
24496 16673 -259782673
35402 9530 102641150
43203 45248 421705138
3723 64975 548640881
27193 63001 -921427385
37303 31289 481239293
57516 13648 390135325
59138 74841 644135620
44873 32652 740028477
16022 18138 -110097344
24560 23966 137730173
3562 74569 -893157486
63355 40530 -990079468
33393 65777 680430059
57274 31608 -307995747
68002 37157 930949152
44078 30683 -985088561
26816 20989 771735746
52512 13323 251715354
24733 40002 -334855566
5807 54489 -149843982
69474 52055 435823638
38062 547 29750252
37867 52350 -293291555
54568 51719 -59951109
29010 35103 -109161895
34464 12402 588302695
60522 14981 3122788
55441 22300 873302217
74037 62177 398345381
34882 8497 881933035
47908 72412 817182321
50435 68600 569851930
33033 48898 65239282
31561 59975 -1969481
48881 41848 913054715
66310 35888 550171270
42795 56223 89228473
24176 22269 422828707
32016 70845 -315781332
5374 62564 387469578
18468 43369 360399437
3215 13441 -250461315
27788 54032 -133477393
15237 27694 421445182
56444 38122 -992347590
11224 55685 743405148
66526 65280 -67359624
39765 37885 -860173865
13258 38061 136486628
60604 11878 -97817136
49081 70508 921669977
67609 23029 -865556645
41758 5056 -696058568
34181 48968 -946243478
21152 22482 236801505
33906 3659 -148181132
49650 12817 -882171204
5455 13021 293635084
9621 51190 -844843871
38805 74800 456040821
63450 13065 -434372930
9703 15129 -702690561
3187 22770 -664434617
6506 45526 416720372
50698 55706 -771232510
15863 70298 -335032837
36796 43446 339595164
7271 12855 2165028
56592 6945 -51431824
16879 11130 809092476
30204 8435 -537000928
44776 25593 -379759269
12619 34049 18299209
17074 68682 620586951
62905 33435 -624927973
45095 66261 -506317260
45179 56478 -938689016
22041 732 670971272
33715 1069 449634377
50937 39635 356225664
56785 12687 277204670
59486 53983 -382975770
56196 30770 398895414
2985 53514 -749867622
44457 16584 -58517399
69758 60981 -405214243
20273 58906 279903688
43655 3909 -914795140
66266 64924 -201245772
41852 20928 -951978048
33585 11797 284655141
73480 22182 -858938799
27914 71899 -700132690
47773 13864 187451660
19912 65447 -261478931
37811 12943 -472293900
49346 5349 719320251
4880 72588 -298369861
4831 64223 329501889
13080 23712 275059844
64122 26358 374492255
60751 29313 -292837177
52366 66756 11660828
28501 7623 326305419
48008 62967 -240849767
31739 72288 -164566555
55138 17409 132525202
70903 49590 10713438
49428 28216 927233355
25675 61332 454677845
6499 51016 -955498738
28755 45031 600600787
72877 23014 291511463
1251 56180 -767966737
36654 30176 -121414025
56174 3130 -31299907
17600 14456 -140342045
62335 65375 -668634355
61149 68038 541591648
7089 1812 269319821
1407 19107 -3701334
12259 42025 357729718
61521 13620 -822282261
11317 50138 700776854
58931 63630 498525705
665 35323 -770420393
35475 35237 -339121680
45038 4281 -926771420
45382 45804 199569946
55964 31423 -377501981
3804 2463 -332746865
46735 3555 440929384
34151 49654 -943827833
39343 46544 -48270544
14426 56582 -462440187
63396 43474 158290076
61177 48255 303285549
66834 58956 77387503
41028 13996 511006577
1726 44931 457512829
74506 38436 577744622
60995 45314 -402724564
30062 51191 995478284
22699 4253 -606234711
56488 73794 817613114
19312 29865 176042369
48317 4386 -818855368
64407 54143 806042504
61699 60150 584114922
20020 52937 -489949848
32196 59965 -95150163
25784 48730 -126976968
27170 25020 -931273845
26683 46663 189376949
38515 15748 614167630
64279 34247 -774307061
48162 41027 -192127251
12503 11656 291448310
47150 26260 14109719
50064 72206 659191846
12737 53572 -777891090
41148 30607 242900549
28903 60676 313323151
46203 51445 -52379592
4499 73636 699252831
41797 41408 780550190
65882 55622 -444228029
34956 32601 133297888
23250 68206 -108785035
47822 34376 788866987
35165 57649 -132867877
6106 59970 -625500369
65167 2525 -207689497
41271 73079 -39941712
23864 46081 884419808
63653 20352 -8670852
61811 12075 965941177
26614 41820 681257799
38446 66074 -986181869
30032 9556 623479375
43340 32511 -6554435
58986 26482 -286639334
30020 40612 -721203397
7601 36759 -910208013
38828 39461 -273731566
19929 62164 101640223
24541 38627 224162344
32846 22428 -447320347
52923 44692 -357460049
19853 48133 467795078
36533 59959 534068296
23416 44638 620291197
49248 41885 907939891
22164 22709 600925700
18662 34939 831542445
3136 68311 -567801178
35454 45000 39295653
23423 37814 -751628238
30765 6744 270151341
28966 54679 981292055
16655 59238 654385438
63714 5254 -534910640
65305 57789 -86630248
60587 32355 -70578022
16850 45862 802335563
62645 6627 -876002122
67579 45581 -620793477
22706 21265 289346813
28265 58074 375681091
57834 1805 16830218
2595 12346 -35593219
40517 67957 -320244657
59053 68539 573400133
71250 66114 865710901
36691 35544 -556540870
46660 63299 973146882
3697 52805 -8938650
17884 5988 -299378962
28153 14928 721227939
6068 16679 613179934
40570 41202 -61332431
54209 74218 -399349506
45285 6553 820475239
42854 50601 -551641118
12574 23018 -163786282
34849 36387 736047116
57535 8497 -34553361
61104 46994 318616509
12405 23981 591111290
66724 61290 -14421604
51020 4171 -967205288
46942 12536 -674240098
32577 18453 440613975
23918 62676 -983285950
53169 3951 352671138
31761 60192 -148186881
25385 33573 -494578375
67262 30076 -480685141
3857 25241 -617770368
53256 13819 -471214172
20980 53542 712365658
72777 13329 -100242208
38245 73640 978572673
16669 7049 976465935
47341 57333 802105526
25584 20227 751476858
66112 64350 -899478721
12529 1328 499263528
5714 24499 772339608
42589 23057 -530459810
44132 24433 -700670365
53190 28715 -462259675
43205 61796 622521399
1380 36734 -395608538
53617 39475 -697763733
30949 3174 -88140952
39640 69181 -535502353
25324 11561 227707232
43644 64587 -916496254
41489 62563 -925618100
54309 60665 556813673
23589 15304 131010952
51188 74387 -258863954
58446 49286 -605634941
72649 11763 405909055
39886 40238 -574830195
62285 45133 -504531621
20580 26560 985331565
66716 50751 929874604
62398 17956 687691126
50742 23539 -472413013
30637 33541 -362168717
67231 46449 976933028
13136 56103 130728836
13183 61717 -990638732
60530 60338 -767421880
35159 19509 997787492
22044 34228 6090903
37811 66408 253611480
60974 28266 965727880
4419 11636 446434991
40538 14992 -401662624
8465 48010 -679712265
45862 64452 -460001132
22260 41959 910241213
13435 66759 -767206731
38255 5465 549724355
29240 62699 973018160
25518 48517 -363080263
21571 2996 -897324889
15451 44333 -847593468
49229 48978 853148166
42792 41104 -998415757
27159 550 762324986
29462 3408 -127670343
63951 27017 296686220
60280 4601 839307338
37124 33105 -255767812
28438 56014 -425744620
42079 50555 -200119560
15820 16267 -215266574
38224 41922 -620781637
57561 27008 -979629276
38366 36461 -42525218
73704 25086 -860093687
46125 23744 -616046318
39919 20868 -541029934
49836 32639 -595526204
60846 39875 -925619295
13306 20073 618396766
6651 21025 -156605013
68991 43268 36949583
8671 50225 -592533424
30976 59613 -333416583
67031 65699 659304387
38738 9732 133968625
63445 24131 -741060888
33605 70167 -832011209
50868 48003 522376979
72184 38529 -3164824
7429 16761 -837785801
45734 45746 370516852
42114 30522 -825764900
66790 63517 802767666
72375 52833 684846765
29054 60005 -620402230
18672 20577 249282376
8453 11104 -512958748
3163 59911 -23785146
56487 67028 50377703
17691 66056 -152989867
14458 27433 876456459
19920 37673 899924854
58900 60736 -919551727
53452 68768 292499437
49680 2070 -987478389
37953 3263 -160408911
44137 27156 70532293
44630 55670 -865773914
7089 41658 -933999106
49675 23622 -50624932
41258 5257 -673136013
19658 38656 -843591385
32087 5646 370313560
22810 28488 339355193
22473 34136 -374026652
2152 1244 803969631
54224 21885 -121904390
24982 28273 -657020665
16161 1562 166094602
63958 33868 25042865
62846 57496 524213705
50547 34356 250521813
12086 69567 -793355148
244 73560 -448663390
44633 57013 948435633
40176 67732 333237836
1517 46664 -369831484
38838 24010 -238736664
53821 4116 -676514253
3319 61971 -240683105
68539 10453 -554110558
47371 43990 -846856732
26286 6768 123637830
29891 45525 -487736288
27901 24653 764527217
66870 10003 -436360168
44866 17469 -958135897
46431 7306 42581803
44496 41026 -47066716
49556 29573 896887243
30600 57309 -780562579
34415 23218 -104639462
65097 51529 895003913
6283 50608 -947851131
58538 32296 797645906
33694 71808 -598588572
3286 34164 973441629
25154 5923 566479378
44786 45540 854517739
69692 64277 -988772217
9968 57085 -759755189
16527 57308 83229081
62516 15479 83679348
47204 30094 520833518
